"_id","location.address.city","location.address.state","location.address.street1","location.address.street2","location.address.zipcode","location.geo.type","theaterId"
"59a47287cfa9a3a73e51ea50","Madison","WI","5 East Towne Mall","Unit E502","53704","Point",2914
"59a47287cfa9a3a73e51ea51","La Crosse","WI","3800 State Road 16","Spc 0161","54601","Point",2916
"59a47287cfa9a3a73e51ea52","Colorado Springs","CO","750 Citadel Dr E","Ste 2380","80909","Point",2906
"59a47287cfa9a3a73e51ea53","Naples","FL","1956 Tamiami Trail North","Suite H009","34102","Point",2908
"59a47287cfa9a3a73e51ea54","Lexington","KY","3615 Nicholasville Rd","Ste E516","40503","Point",2909
"59a47287cfa9a3a73e51ea55","Houston","TX","5133 Richmond Ave","","77056","Point",291
"59a47287cfa9a3a73e51ea56","N Little Rock","AR","3929 McCain Blvd","Ste H03A","72116","Point",2911
"59a47287cfa9a3a73e51ea57","Woodbridge","NJ","286 Woodbridge Ctr","","07095","Point",2922
"59a47287cfa9a3a73e51ea58","Kennesaw","GA","400 Ernest W Barrett Pkwy NW","Ste. 277","30144","Point",2923
"59a47287cfa9a3a73e51ea59","Memphis","TN","2760 N. Germantown Parkway","","38133","Point",2913
"59a47287cfa9a3a73e51ea5a","Youngstown","OH","7401 Market Street","Ste 267","44512","Point",2926
"59a47287cfa9a3a73e51ea5b","Fredricksburg","VA","475 Spotsylvania Mall","","22407","Point",2927
"59a47287cfa9a3a73e51ea5c","Douglasville","GA","6700 Douglas Blvd","Spc 1030","30135","Point",2915
"59a47287cfa9a3a73e51ea5d","Capitola","CA","1855 41st Ave","Suite D2","95010","Point",2917
"59a47287cfa9a3a73e51ea5e","Dublin","OH","5043 Tuttle Crossing Blvd","Spc 132","43016","Point",2919
"59a47287cfa9a3a73e51ea5f","Auburn","MA","385 Southbridge Street","S080","01501","Point",2901
"59a47287cfa9a3a73e51ea60","Waterbury","CT","495 Union Street Suite","Ste #2008","06706","Point",2920
"59a47287cfa9a3a73e51ea61","Freehold","NJ","3710 Route 9","Ste 1000 - Spc B224","07728","Point",2921
"59a47287cfa9a3a73e51ea62","Henderson","NV","1300 West Sunset Road","Space 2417","89014","Point",2933
"59a47287cfa9a3a73e51ea63","Jackson","TN","2021 N. Highland Ave","Ste C2","38305","Point",2912
"59a47287cfa9a3a73e51ea64","Greensburg","PA","5256 State Road 30","Ste NL7","15601","Point",2925
"59a47287cfa9a3a73e51ea65","Joplin","MO","101 North Rangeline Road","Ste 260","64801","Point",2905
"59a47287cfa9a3a73e51ea66","Cheyenne","WY","1400 Dell Range Blvd.","Space #39","82009","Point",2907
"59a47287cfa9a3a73e51ea67","Omaha","NE","3001 South 144th St","Ste F11","68144","Point",2928
"59a47287cfa9a3a73e51ea68","Hyattsville","MD","3500 East West Hwy","Spc 1234","20782","Point",2929
"59a47287cfa9a3a73e51ea69","Reynoldsburg","OH","2782 Taylor Road Ext","","43068","Point",292
"59a47287cfa9a3a73e51ea6a","College Station","TX","1500 Harvey Rd","Ste 5010","77840","Point",2930
"59a47287cfa9a3a73e51ea6b","Beaumont","TX","6155 Eastex Fwy","","77706","Point",2931
"59a47287cfa9a3a73e51ea6c","Rockville","MD","1200 Rockville Pike","","20852","Point",293
"59a47287cfa9a3a73e51ea6d","Winchester","VA","1850 Apple Blossom Dr","Ste 57","22601","Point",2910
"59a47287cfa9a3a73e51ea6e","Texarkana","TX","2400 Richmond Rd","Ste 85","75503","Point",2934
"59a47287cfa9a3a73e51ea6f","Muskegon","MI","5600 Harvey St","Ste 1048","49444","Point",2935
"59a47287cfa9a3a73e51ea70","Erie","PA","275 Millcreek Mall","","16565","Point",2936
"59a47287cfa9a3a73e51ea71","Northridge","CA","9301 Tampa Avenue","Space 11","91324","Point",2938
"59a47287cfa9a3a73e51ea72","Ft. Smith","AR","5111 Rogers Ave","Ste 156","72903","Point",2937
"59a47287cfa9a3a73e51ea73","Muncie","IN","3501 N Granville Ave","Ste K00B","47303","Point",2939
"59a47287cfa9a3a73e51ea74","Broomfield","CO","1 W Flatiron Crossing Dr","Ste. 2196","80021","Point",2953
"59a47287cfa9a3a73e51ea75","Vineland","NJ","3849 S Delsea Dr","Ste F18A","08360","Point",2941
"59a47287cfa9a3a73e51ea76","Miami","FL","20205 S Dixie Highway","Space 1115","33189","Point",2942
"59a47287cfa9a3a73e51ea77","Las Vegas","NV","4300 Meadows Ln","Ste 2350","89107","Point",2932
"59a47287cfa9a3a73e51ea78","Clarksville","IN","757 Lewis & Clark Pkwy East","Ste 416","47129","Point",2946
"59a47287cfa9a3a73e51ea79","Dartmouth","MA","200 Dartmouth Mall","Space 1140","02747","Point",2945
"59a47287cfa9a3a73e51ea7a","Gainesville","FL","6269 W NEWBERRY RD","","32605","Point",2948
"59a47287cfa9a3a73e51ea7b","Jonesboro","AR","3000 East Highland Dr","Ste 209","72401","Point",2949
"59a47287cfa9a3a73e51ea7c","Riverside","IL","7501 W Cermak Rd","Ste N006","60546","Point",2960
"59a47287cfa9a3a73e51ea7d","Mobile","AL","3299 Bel Air Mall","Ste B8A","36606","Point",2952
"59a47287cfa9a3a73e51ea7e","Spartanburg","SC","110 E Blackstock Rd","","29301","Point",294
"59a47287cfa9a3a73e51ea7f","Santa Clara","CA","2855 Stevens Creek Blvd","Suite 2543","95050","Point",2940
"59a47287cfa9a3a73e51ea80","Abilene","TX","4310 Buffalo Gap Rd","Ste 1110","79606","Point",2954
"59a47287cfa9a3a73e51ea81","Racine","WI","5794 Durand Ave","Spc 146","53406","Point",2955
"59a47287cfa9a3a73e51ea82","Monroeville","PA","145 Mall Circle Dr","Ste A07","15146","Point",2956
"59a47287cfa9a3a73e51ea83","Kokomo","IN","1114 S 17th St","Space H09","46902","Point",2958
"59a47287cfa9a3a73e51ea84","Niles","OH","5555 Youngstown Warren Rd","Unit 420","44446","Point",2957
"59a47287cfa9a3a73e51ea85","Vero Beach","FL","6200 20th St","Ste 618","32966","Point",2961
"59a47287cfa9a3a73e51ea86","East Brunswick","NJ","755 State Route 18","Ste. 248A","08816","Point",2970
"59a47287cfa9a3a73e51ea87","Las Vegas","NV","3562 S Maryland Pkwy","Ste 134","89169","Point",2971
"59a47287cfa9a3a73e51ea88","Lakeland","FL","3800 US Highway 98 N","Ste 732","33809","Point",2962
"59a47287cfa9a3a73e51ea89","Jensen Beach","FL","3222 NW Federal Hwy","","34957","Point",2964
"59a47287cfa9a3a73e51ea8a","Spokane Valley","WA","14700 E Indiana","Ste 2126","99216","Point",2965
"59a47287cfa9a3a73e51ea8b","Tupelo","MS","1001 Barnes Crossing Rd","Ste 222","38804","Point",2976
"59a47287cfa9a3a73e51ea8c","Manhattan","KS","100 Manhattan Town Center","Ste 415","66502","Point",2967
"59a47287cfa9a3a73e51ea8d","Hoover","AL","2000 Riverchase Galleria","Ste 236","35244","Point",2969
"59a47287cfa9a3a73e51ea8e","Jacksonville","NC","322 Jacksonville Mall","","28546","Point",2968
"59a47287cfa9a3a73e51ea8f","Bel Air","MD","602 Boulton Street","","21014","Point",296
"59a47287cfa9a3a73e51ea90","Columbus","OH","3840 Morse Rd","","43219","Point",295
"59a47287cfa9a3a73e51ea91","Augusta","GA","3450 Wrightsboro Rd.","Ste. 1075","30909","Point",2951
"59a47287cfa9a3a73e51ea92","Wichita","KS","7700 E Kellogg Dr","Ste E-7","67207","Point",2972
"59a47287cfa9a3a73e51ea93","Columbia","SC","100 Columbiana Circle","","29212","Point",2973
"59a47287cfa9a3a73e51ea94","Minnetonka","MN","12313 Wayzata Blvd","Ste 1065","55305","Point",2975
"59a47287cfa9a3a73e51ea95","Reno","NV","5000 Meadowood Mall Circle","Ste F107B","89502","Point",2974
"59a47287cfa9a3a73e51ea96","Chesterfield","MO","291 Chesterfield Mall","Ste FC9","63017","Point",2966
"59a47287cfa9a3a73e51ea97","Wilmington","NC","3500 Oleander Dr","Ste C28","28403","Point",2977
"59a47287cfa9a3a73e51ea98","Oklahoma City","OK","2501 W Memorial Rd","Ste 144","73134","Point",2979
"59a47287cfa9a3a73e51ea99","Paramus","NJ","700 Paramus Park","Ste 1420","07652","Point",2978
"59a47287cfa9a3a73e51ea9a","Reston","VA","1861 Fountain Dr","","20190","Point",297
"59a47287cfa9a3a73e51ea9b","Edison","NJ","55 Parsonage Rd","Spc FS01A","08837","Point",2980
"59a47287cfa9a3a73e51ea9c","Elmhurst","NY","9015 Queens Blvd","Ste 0024","11373","Point",2984
"59a47287cfa9a3a73e51ea9d","Waldorf","MD","11110 Mall Circle","","20603","Point",2993
"59a47287cfa9a3a73e51ea9e","Melbourne","FL","1700 W New Haven Ave","Ste 827","32904","Point",2985
"59a47287cfa9a3a73e51ea9f","Valley Stream","NY","2034 Green Acres Mall","#223B","11581","Point",2986
"59a47287cfa9a3a73e51eaa0","Manassas","VA","8300 Sudley Road","Ste G3","20109","Point",2988
"59a47287cfa9a3a73e51eaa1","Bowling Green","KY","2625 Scottsville Rd","Ste 520","42104","Point",2987
"59a47287cfa9a3a73e51eaa2","Eatontown","NJ","180 Route 35","Spc 2138","07724","Point",2989
"59a47287cfa9a3a73e51eaa3","Colorado Springs","CO","7675 N Academy Blvd","","80920","Point",298
"59a47287cfa9a3a73e51eaa4","Midlothian","VA","11500 Midlothian Turnpike","Ste 400","23113","Point",2990
"59a47287cfa9a3a73e51eaa5","Downers Grove","IL","1432 Butterfield Rd","","60515","Point",301
"59a47287cfa9a3a73e51eaa6","Tacoma","WA","4502 S Steele St.","Ste 616","98409","Point",2991
"59a47287cfa9a3a73e51eaa7","Cape Girardeau","MO","3049 William St","Ste 137","63703","Point",2982
"59a47287cfa9a3a73e51eaa8","Bloomingdale","IL","350 W Army Trail Rd","","60108","Point",304
"59a47287cfa9a3a73e51eaa9","San Antonio","TX","2747 SE Military Dr","","78223","Point",2995
"59a47287cfa9a3a73e51eaaa","Miami Beach","FL","1517 Alton Road","","33139","Point",2998
"59a47287cfa9a3a73e51eaab","Raleigh","NC","4325 Glenwood Ave","Ste 3006","27612","Point",299
"59a47287cfa9a3a73e51eaac","Racine","WI","2710 S Green Bay Rd","","53406","Point",29
"59a47287cfa9a3a73e51eaad","Orange","CT","53 Boston Post Rd","","06477","Point",300
"59a47287cfa9a3a73e51eaae","Saint Louis","MO","7017 S Lindbergh Blvd","","63125","Point",30
"59a47287cfa9a3a73e51eaaf","Kennewick","WA","1321 N Columbia Center Blvd","Ste 376","99336","Point",2992
"59a47287cfa9a3a73e51eab0","Arlington Heights","IL","615 E Palatine Rd","","60004","Point",303
"59a47287cfa9a3a73e51eab1","Evanston","IL","2301 Howard St","","60202","Point",313
"59a47287cfa9a3a73e51eab2","Schaumburg","IL","900 E Golf Rd","","60173","Point",305
"59a47287cfa9a3a73e51eab3","Crestwood","IL","4925 Cal Sag Rd","","60445","Point",306
"59a47287cfa9a3a73e51eab4","Downers Grove","IL","7401 Lemont Rd","","60516","Point",316
"59a47287cfa9a3a73e51eab5","Orland Park","IL","15854 S La Grange Rd","","60462","Point",308
"59a47287cfa9a3a73e51eab6","Merrillville","IN","2490 E 79th Ave","","46410","Point",309
"59a47287cfa9a3a73e51eab7","Skokie","IL","5425 Touhy Ave.","","60077","Point",302
"59a47287cfa9a3a73e51eab8","Aurora","IL","4400 E New York St","","60504","Point",310
"59a47287cfa9a3a73e51eab9","Burbank","IL","7600 S Cicero Ave","","60459","Point",311
"59a47287cfa9a3a73e51eaba","Lansing","IL","17151 Torrence Ave","","60438","Point",312
"59a47287cfa9a3a73e51eabb","Austin","TX","2901 S Capital of Texas Hwy","Ste P3","78746","Point",2994
"59a47287cfa9a3a73e51eabc","Crystal Lake","IL","6000 Northwest Highway 14","","60014","Point",315
"59a47287cfa9a3a73e51eabd","Joliet","IL","3351 Mall Loop Dr","","60431","Point",307
"59a47287cfa9a3a73e51eabe","Vernon Hills","IL","701 N Milwaukee Ave","","60061","Point",318
"59a47287cfa9a3a73e51eabf","Mankato","MN","1895 Adams St","","56001","Point",330
"59a47287cfa9a3a73e51eac0","Fairview Heights","IL","26 Plaza Dr.","","62208","Point",31
"59a47287cfa9a3a73e51eac1","North Riverside","IL","2358 Harlem Ave","","60546","Point",320
"59a47287cfa9a3a73e51eac2","Melrose Park","IL","1334 Winston Plz","","60160","Point",322
"59a47287cfa9a3a73e51eac3","Countryside","IL","11 Countryside Plz","","60525","Point",324
"59a47287cfa9a3a73e51eac4","Chicago","IL","1000 W North Ave","","60642","Point",323
"59a47287cfa9a3a73e51eac5","Mishawaka","IN","6502 Grape Rd","Ste 900","46545","Point",325
"59a47287cfa9a3a73e51eac6","Lafayette","IN","2323 Sagamore Pkwy S","","47905","Point",327
"59a47287cfa9a3a73e51eac7","Maple Grove","MN","12905 Elm Creek Blvd N","","55369","Point",329
"59a47287cfa9a3a73e51eac8","Saint Peters","MO","5651 South Service Road","","63376","Point",32
"59a47287cfa9a3a73e51eac9","Norridge","IL","4100a N Harlem Ave","","60706","Point",319
"59a47287cfa9a3a73e51eaca","Danbury","CT","2 International Dr","","06810","Point",331
"59a47287cfa9a3a73e51eacb","College Station","TX","805 Texas Ave S","","77840","Point",332
"59a47287cfa9a3a73e51eacc","Louisville","KY","4251 Outer Loop","","40219","Point",335
"59a47287cfa9a3a73e51eacd","Louisville","KY","5085 Shelbyville Rd","","40207","Point",333
"59a47287cfa9a3a73e51eace","Grand Forks","ND","3751 32nd Ave S","","58201","Point",337
"59a47287cfa9a3a73e51eacf","Lancaster","OH","1645 River Valley Cir N","","43130","Point",339
"59a47287cfa9a3a73e51ead0","Albuquerque","NM","3741 Ellison Rd. NW","Suite D","87114","Point",338
"59a47287cfa9a3a73e51ead1","Mobile","AL","1310 Tingle Circle East","Suite K","36606","Point",340
"59a47287cfa9a3a73e51ead2","Wilkes Barre","PA","449 Arena Hub Plz","","18702","Point",342
"59a47287cfa9a3a73e51ead3","Dickson City","PA","959 Viewmont Dr","","18519","Point",341
"59a47287cfa9a3a73e51ead4","North Dartmouth","MA","27 Faunce Corner Rd","","02747","Point",343
"59a47287cfa9a3a73e51ead5","Paramus","NJ","17 West Ridgewood Ave","","07652","Point",344
"59a47287cfa9a3a73e51ead6","Huntington Station","NY","148 Walt Whitman Rd","","11746","Point",345
"59a47287cfa9a3a73e51ead7","Manassas","VA","7665 Sudley Rd","","20109","Point",356
"59a47287cfa9a3a73e51ead8","Lafayette","LA","5635 Johnston St","","70503","Point",347
"59a47287cfa9a3a73e51ead9","Florence","AL","398 Cox Creek Parkway","","35630","Point",348
"59a47287cfa9a3a73e51eada","Bellingham","WA","4281 Meridian St","","98226","Point",359
"59a47287cfa9a3a73e51eadb","Bridgeton","MO","12410 St Charles Rock Rd","","63044","Point",34
"59a47287cfa9a3a73e51eadc","Jacksonville","FL","9930 Southside Blvd","","32256","Point",350
"59a47287cfa9a3a73e51eadd","San Diego","CA","9540 Mira Mesa Blvd","","92126","Point",352
"59a47287cfa9a3a73e51eade","Citrus Heights","CA","6110 Birdcage Centre Ln","","95610","Point",364
"59a47287cfa9a3a73e51eadf","Brownsville","TX","2701 Pablo Kisel Blvd","","78526","Point",353
"59a47287cfa9a3a73e51eae0","Puyallup","WA","4102 S Meridian Ste A","","98373","Point",366
"59a47287cfa9a3a73e51eae1","Katy","TX","20290 Katy Fwy","","77449","Point",354
"59a47287cfa9a3a73e51eae2","State College","PA","1650 N Atherton St","","16803","Point",369
"59a47287cfa9a3a73e51eae3","Pasadena","TX","5692 Fairmont Pkwy","","77505","Point",357
"59a47287cfa9a3a73e51eae4","Lees Summit","MO","1608 Nw Chipman Rd","","64081","Point",370
"59a47287cfa9a3a73e51eae5","Elk Grove","CA","9131 W Stockton Blvd","","95758","Point",349
"59a47287cfa9a3a73e51eae6","Williston","VT","26 Cypress St","","05495","Point",360
"59a47287cfa9a3a73e51eae7","Spokane","WA","9970 N Newport Hwy","","99218","Point",362
"59a47287cfa9a3a73e51eae8","Yonkers","NY","2478 Central Park Ave","","10710","Point",374
"59a47287cfa9a3a73e51eae9","Fayetteville","AR","464 E Joyce Blvd","","72703","Point",351
"59a47287cfa9a3a73e51eaea","Macon","GA","4676 Presidential Pkwy","","31206","Point",365
"59a47287cfa9a3a73e51eaeb","Spokane","WA","15223 E Indiana Ave","","99216","Point",355
"59a47287cfa9a3a73e51eaec","Fort Wayne","IN","1770 Apple Glen Blvd","","46804","Point",368
"59a47287cfa9a3a73e51eaed","Joplin","MO","3117 Turkey Creek Blvd","","64801","Point",346
"59a47287cfa9a3a73e51eaee","Independence","MO","19110 E 39th St S","","64057","Point",36
"59a47287cfa9a3a73e51eaef","Henderson","NV","611 Marks St","","89014","Point",358
"59a47287cfa9a3a73e51eaf0","Kokomo","IN","1403 S Reed Rd","","46902","Point",371
"59a47287cfa9a3a73e51eaf1","Federal Way","WA","31601 Pacific Hwy S","","98003","Point",372
"59a47287cfa9a3a73e51eaf2","Harvey","LA","1601 Westbank Expy","Ste A","70058","Point",373
"59a47287cfa9a3a73e51eaf3","Shreveport","LA","7080 Youree Dr","","71105","Point",363
"59a47287cfa9a3a73e51eaf4","Santa Fe","NM","3533 Zafarano Dr","A6","87505","Point",375
"59a47287cfa9a3a73e51eaf5","Geneva","IL","1876 S Randall Rd","","60134","Point",387
"59a47287cfa9a3a73e51eaf6","Wilmington","NC","309 S College Rd","","28403","Point",378
"59a47287cfa9a3a73e51eaf7","Prescott","AZ","3085 Gateway Blvd","","86303","Point",377
"59a47287cfa9a3a73e51eaf8","Waterloo","IA","2541 Crossroads Blvd","","50702","Point",379
"59a47287cfa9a3a73e51eaf9","Slidell","LA","200 Town Center Parkway","","70458","Point",380
"59a47287cfa9a3a73e51eafa","Riverside","CA","2852 Canyon Springs Pkwy","","92507","Point",392
"59a47287cfa9a3a73e51eafb","Birmingham","AL","4610 Highway 280","","35242","Point",383
"59a47287cfa9a3a73e51eafc","Lakewood","CO","1400 Denver West Blvd","","80401","Point",382
"59a47287cfa9a3a73e51eafd","Ithaca","NY","40 Catherwood Road","","14850","Point",384
"59a47287cfa9a3a73e51eafe","Greenville","NC","3140 Evans St","","27834","Point",386
"59a47287cfa9a3a73e51eaff","Plymouth","MA","228 Colony Place","","02360","Point",385
"59a47287cfa9a3a73e51eb00","Benton Harbor","MI","1515 Orchard Xing","","49022","Point",376
"59a47287cfa9a3a73e51eb01","Manalapan","NJ","15 Us Highway 9","","07726","Point",388
"59a47287cfa9a3a73e51eb02","Mansfield","OH","2175 Walker Lake Rd","","44903","Point",390
"59a47287cfa9a3a73e51eb03","Conyers","GA","1540 Dogwood Dr Se","","30013","Point",389
"59a47287cfa9a3a73e51eb04","West Hartford","CT","1501 New Britain Ave","","06110","Point",381
"59a47287cfa9a3a73e51eb05","W Hollywood","CA","1015 N La Brea Ave","","90038","Point",393
"59a47287cfa9a3a73e51eb06","Tracy","CA","2550 Naglee Rd","","95304","Point",391
"59a47287cfa9a3a73e51eb07","Pensacola","FL","5480 N 9th Ave","","32504","Point",395
"59a47287cfa9a3a73e51eb08","Cincinnati","OH","5555 Glenway Ave","Suite 550","45238","Point",394
"59a47287cfa9a3a73e51eb09","San Luis Obispo","CA","255 Madonna Rd","","93405","Point",396
"59a47287cfa9a3a73e51eb0a","Vienna","VA","8449 Leesburg Pike","","22182","Point",397
"59a47287cfa9a3a73e51eb0b","Wausau","WI","3800 Rib Mountain Dr","","54401","Point",399
"59a47287cfa9a3a73e51eb0c","Silverdale","WA","9551 Ridgetop Blvd Nw","","98383","Point",398
"59a47287cfa9a3a73e51eb0d","Overland Park","KS","9301 Quivira Rd","","66214","Point",39
"59a47287cfa9a3a73e51eb0e","Holmdel","NJ","2130 State Route 35","","07733","Point",400
"59a47287cfa9a3a73e51eb0f","Utica","MI","45520 Utica Park Blvd","","48315","Point",402
"59a47287cfa9a3a73e51eb10","Westland","MI","35100 Cowan Rd","","48185","Point",403
"59a47287cfa9a3a73e51eb11","Taylor","MI","23000 Eureka Rd","","48180","Point",401
"59a47287cfa9a3a73e51eb12","Saginaw","MI","4460 Bay Rd","","48603","Point",405
"59a47287cfa9a3a73e51eb13","Grand Rapids","MI","2650 E Beltline Ave SE","","49546","Point",406
"59a47287cfa9a3a73e51eb14","Southfield","MI","28400 Telegraph Rd","","48034","Point",404
"59a47287cfa9a3a73e51eb15","Ann Arbor","MI","3100 Lohr Rd","","48108","Point",408
"59a47287cfa9a3a73e51eb16","Grand Rapids","MI","3410 Alpine Ave NW","","49544","Point",409
"59a47287cfa9a3a73e51eb17","Roseville","MI","30701 Gratiot Ave","","48066","Point",407
"59a47287cfa9a3a73e51eb18","Dearborn","MI","16221 Ford Rd","","48126","Point",410
"59a47287cfa9a3a73e51eb19","Flint","MI","G3660 Miller Rd","","48507","Point",411
"59a47287cfa9a3a73e51eb1a","Eau Claire","WI","4090 Commonwealth Ave","","54701","Point",40
"59a47287cfa9a3a73e51eb1b","Portage","MI","6900 S Westnedge Ave","","49002","Point",413
"59a47287cfa9a3a73e51eb1c","Bloomfield Hills","MI","2169 S. Telegraph Rd.","","48302","Point",412
"59a47287cfa9a3a73e51eb1d","Madison Heights","MI","32320 John R Rd","","48071","Point",414
"59a47287cfa9a3a73e51eb1e","Ft Gratiot","MI","4611 24th Ave","","48059","Point",415
"59a47287cfa9a3a73e51eb1f","Novi","MI","21051 Haggerty Rd","","48375","Point",417
"59a47287cfa9a3a73e51eb20","Okemos","MI","2020 W Grand River Rd","","48864","Point",416
"59a47287cfa9a3a73e51eb21","Hickory","NC","1884 Catawba Valley Blvd SE","","28602","Point",425
"59a47287cfa9a3a73e51eb22","Salem","NH","290 S Broadway Unit E","","03079","Point",419
"59a47287cfa9a3a73e51eb23","Chesapeake","VA","1340 Greenbrier Pkwy","","23320","Point",421
"59a47287cfa9a3a73e51eb24","Glen Allen","VA","11200 W Broad St","","23060","Point",423
"59a47287cfa9a3a73e51eb25","Virginia Beach","VA","217 Independence Blvd","","23462","Point",420
"59a47287cfa9a3a73e51eb26","Richmond","VA","1560 W Koger Center Blvd","","23235","Point",422
"59a47287cfa9a3a73e51eb27","Frederick","MD","7300 Guilford Dr","","21704","Point",427
"59a47287cfa9a3a73e51eb28","Gainesville","FL","3750 Sw Archer Rd","","32608","Point",424
"59a47287cfa9a3a73e51eb29","Buford","GA","3205 Woodward Crossing Blvd","Ste A","30519","Point",426
"59a47287cfa9a3a73e51eb2a","Holyoke","MA","50 Holyoke St","","01040","Point",418
"59a47287cfa9a3a73e51eb2b","Jacksonville","FL","9355 Atlantic Blvd","","32225","Point",429
"59a47287cfa9a3a73e51eb2c","Albany","NY","1 Crossgates Mall Rd","","12203","Point",428
"59a47287cfa9a3a73e51eb2d","Fort Myers","FL","5019 S Cleveland Ave","","33907","Point",431
"59a47287cfa9a3a73e51eb2e","Monroeville","PA","200 Mall Circle Dr","","15146","Point",432
"59a47287cfa9a3a73e51eb2f","Rochester","NY","2345 Marketplace Dr","","14623","Point",433
"59a47287cfa9a3a73e51eb30","Jacksonville","FL","8151 Blanding Blvd","","32244","Point",430
"59a47287cfa9a3a73e51eb31","Dedham","MA","700 Providence Hwy","","02026","Point",436
"59a47287cfa9a3a73e51eb32","Roanoke","VA","4707 Valley View Blvd NW","","24012","Point",434
"59a47287cfa9a3a73e51eb33","San Diego","CA","5151 Mission Center Rd","","92108","Point",438
"59a47287cfa9a3a73e51eb34","Oceanside","CA","2110 Vista Way","","92054","Point",437
"59a47287cfa9a3a73e51eb35","Tallahassee","FL","1400 Apalachee Pkwy","","32301","Point",435
"59a47287cfa9a3a73e51eb36","Duluth","MN","5105 Burning Tree Rd","","55811","Point",43
"59a47287cfa9a3a73e51eb37","Bowling Green","KY","1875 Campbell Ln","","42104","Point",440
"59a47287cfa9a3a73e51eb38","Bay Shore","NY","1851 Sunrise Highway","","11706","Point",442
"59a47287cfa9a3a73e51eb39","Lynchburg","VA","4024 Wards Rd","Ste A","24502","Point",444
"59a47287cfa9a3a73e51eb3a","Ocoee","FL","9537 W Colonial Dr","","34761","Point",443
"59a47287cfa9a3a73e51eb3b","North Attleboro","MA","1337 S Washington St","","02760","Point",441
"59a47287cfa9a3a73e51eb3c","Asheville","NC","83 S Tunnel Rd","","28805","Point",445
"59a47287cfa9a3a73e51eb3d","Tukwila","WA","17364 Southcenter Pkwy","","98188","Point",447
"59a47287cfa9a3a73e51eb3e","Waldorf","MD","11725 Berry Rd","","20603","Point",446
"59a47287cfa9a3a73e51eb3f","Auburn Hills","MI","300 Brown Rd","","48326","Point",449
"59a47287cfa9a3a73e51eb40","Brookfield","WI","19555 W Bluemound Rd","","53045","Point",44
"59a47287cfa9a3a73e51eb41","Plymouth Meeting","PA","2010 Chemical Rd","","19462","Point",448
"59a47287cfa9a3a73e51eb42","Beaverton","OR","3055 Sw Cedar Hills Blvd","","97005","Point",451
"59a47287cfa9a3a73e51eb43","Portland","OR","9739 NE Cascades Pkwy","","97220","Point",450
"59a47287cfa9a3a73e51eb44","Middletown","NY","1100 N Galleria Dr","","10941","Point",461
"59a47287cfa9a3a73e51eb45","Westbury","NY","1100 Old Country Rd","","11590","Point",454
"59a47287cfa9a3a73e51eb46","Portland","OR","9630 SE 82nd Ave","","97086","Point",452
"59a47287cfa9a3a73e51eb47","Salem","OR","3801 Center St Ne","","97301","Point",453
"59a47287cfa9a3a73e51eb48","Iselin","NJ","675 Us Highway 1 S","","08830","Point",456
"59a47287cfa9a3a73e51eb49","Rockaway","NJ","345 Mount Hope Ave","","07866","Point",457
"59a47287cfa9a3a73e51eb4a","South Setauket","NY","261 Pond Path","","11720","Point",458
"59a47287cfa9a3a73e51eb4b","Amherst","NY","1585 Niagara Falls Blvd","","14228","Point",459
"59a47287cfa9a3a73e51eb4c","Rockford","IL","281 Deane Dr","","61107","Point",45
"59a47287cfa9a3a73e51eb4d","Poughkeepsie","NY","2001 South Rd","","12601","Point",460
"59a47287cfa9a3a73e51eb4e","West Nyack","NY","1240 Palisades Center Dr","","10994","Point",455
"59a47287cfa9a3a73e51eb4f","Tampa","FL","12675 Citrus Plaza Dr","","33625","Point",462
"59a47287cfa9a3a73e51eb50","Bangor","ME","45 Bangor Mall Blvd","","04401","Point",463
"59a47287cfa9a3a73e51eb51","Grandville","MI","4830 Wilson Ave SW","","49418","Point",464
"59a47287cfa9a3a73e51eb52","Wilmington","DE","4807 Concord Pike","","19803","Point",465
"59a47287cfa9a3a73e51eb53","Jackson","MI","1014 Jackson Xing","","49202","Point",476
"59a47287cfa9a3a73e51eb54","Levittown","NY","3601 Hempstead Tpke","","11756","Point",467
"59a47287cfa9a3a73e51eb55","Staten Island","NY","2795 Richmond Ave","","10314","Point",469
"59a47287cfa9a3a73e51eb56","Champaign","IL","2117 N Prospect Ave","","61822","Point",46
"59a47287cfa9a3a73e51eb57","Seattle","WA","330 NE Northgate Way","","98125","Point",470
"59a47287cfa9a3a73e51eb58","Mount Vernon","NY","555 E Sandford Blvd","","10550","Point",471
"59a47287cfa9a3a73e51eb59","Union","NJ","2391 Route 22 W","","07083","Point",472
"59a47287cfa9a3a73e51eb5a","East Hanover","NJ","410 State Route 10","","07936","Point",473
"59a47287cfa9a3a73e51eb5b","Secaucus","NJ","925 Paterson Plank Rd","","07094","Point",474
"59a47287cfa9a3a73e51eb5c","Woodland Park","NJ","30 Andrews Dr","","07424","Point",468
"59a47287cfa9a3a73e51eb5d","Brick","NJ","51 Chambersbridge Rd","","08723","Point",475
"59a47287cfa9a3a73e51eb5e","Lynnwood","WA","19225 Alderwood Mall Pkwy","","98036","Point",477
"59a47287cfa9a3a73e51eb5f","Long Island City","NY","5001 Northern Blvd","","11101","Point",478
"59a47287cfa9a3a73e51eb60","Newport News","VA","12151 Jefferson Ave","","23602","Point",479
"59a47287cfa9a3a73e51eb61","Springfield","IL","3193 S Veterans Pkwy","","62704","Point",47
